athlete_id,activity_id,date,week_no,hrr_window_start_secs,hrr_window_end_secs,HRR(30)
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_06_23_09_59_38.csv,2019-06-23T07:59:38.000000,32,6961,6990,48
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_06_24_08_59_02.csv,2019-06-24T06:59:02.000000,32,1409,1438,37
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_06_24_08_59_02.csv,2019-06-24T06:59:02.000000,32,10758,10787,37
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_06_29_08_58_01.csv,2019-06-29T06:58:01.000000,33,3141,3170,34
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_06_29_08_58_01.csv,2019-06-29T06:58:01.000000,33,3254,3283,31
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_06_29_08_58_01.csv,2019-06-29T06:58:01.000000,33,4815,4844,15
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_06_29_08_58_01.csv,2019-06-29T06:58:01.000000,33,10736,10765,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_06_30_08_19_05.csv,2019-06-30T06:19:05.000000,33,2188,2217,45
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_06_30_08_19_05.csv,2019-06-30T06:19:05.000000,33,5598,5627,41
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_02_11_19_44.csv,2019-07-02T09:19:44.000000,33,9966,9995,40
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_02_11_19_44.csv,2019-07-02T09:19:44.000000,33,10276,10305,43
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_02_11_19_44.csv,2019-07-02T09:19:44.000000,33,10620,10649,40
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_02_11_19_44.csv,2019-07-02T09:19:44.000000,33,10940,10969,38
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_02_11_19_44.csv,2019-07-02T09:19:44.000000,33,11580,11609,18
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_02_11_19_44.csv,2019-07-02T09:19:44.000000,33,11715,11744,50
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_05_10_47_48.csv,2019-07-05T08:47:48.000000,34,3652,3681,51
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_05_10_47_48.csv,2019-07-05T08:47:48.000000,34,4264,4293,55
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_05_10_47_48.csv,2019-07-05T08:47:48.000000,34,7064,7093,32
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_06_10_00_08.csv,2019-07-06T08:00:08.000000,34,723,752,35
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_06_10_00_08.csv,2019-07-06T08:00:08.000000,34,3447,3476,18
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_06_10_00_08.csv,2019-07-06T08:00:08.000000,34,6488,6517,34
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_06_10_00_08.csv,2019-07-06T08:00:08.000000,34,7138,7167,42
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_06_10_00_08.csv,2019-07-06T08:00:08.000000,34,7755,7784,37
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_06_10_00_08.csv,2019-07-06T08:00:08.000000,34,8901,8930,37
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_06_10_00_08.csv,2019-07-06T08:00:08.000000,34,9592,9621,37
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_10_09_36_29.csv,2019-07-10T07:36:29.000000,34,5990,6019,48
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_14_09_29_28.csv,2019-07-14T07:29:28.000000,35,2608,2637,18
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_14_12_54_11.csv,2019-07-14T10:54:11.000000,35,1044,1073,43
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_22_10_18_47.csv,2019-07-22T08:18:47.000000,36,10842,10871,20
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_23_11_16_31.csv,2019-07-23T09:16:31.000000,36,3057,3086,62
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_23_11_16_31.csv,2019-07-23T09:16:31.000000,36,8399,8428,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_26_12_47_55.csv,2019-07-26T10:47:55.000000,37,2469,2498,21
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_30_16_16_16.csv,2019-07-30T14:16:16.000000,37,2244,2273,49
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_30_16_16_16.csv,2019-07-30T14:16:16.000000,37,3620,3649,35
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_07_31_10_12_22.csv,2019-07-31T08:12:22.000000,37,2715,2744,44
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_03_08_12_26.csv,2019-08-03T06:12:26.000000,38,1705,1734,29
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_03_08_12_26.csv,2019-08-03T06:12:26.000000,38,6474,6503,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_03_08_12_26.csv,2019-08-03T06:12:26.000000,38,13748,13777,49
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_03_08_12_26.csv,2019-08-03T06:12:26.000000,38,13919,13948,54
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_04_09_00_49.csv,2019-08-04T07:00:49.000000,38,3767,3796,42
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_06_16_40_01.csv,2019-08-06T14:40:01.000000,38,1103,1132,53
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_06_16_40_01.csv,2019-08-06T14:40:01.000000,38,1370,1399,58
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_06_16_40_01.csv,2019-08-06T14:40:01.000000,38,2912,2941,36
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_07_09_37_14.csv,2019-08-07T07:37:14.000000,38,6239,6268,50
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_07_09_37_14.csv,2019-08-07T07:37:14.000000,38,8297,8326,45
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_08_11_06_03.csv,2019-08-08T09:06:03.000000,39,3846,3875,52
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_08_11_06_03.csv,2019-08-08T09:06:03.000000,39,4788,4817,53
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_10_11_00_15.csv,2019-08-10T09:00:15.000000,39,6882,6911,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_11_10_13_39.csv,2019-08-11T08:13:39.000000,39,2242,2271,44
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_11_10_13_39.csv,2019-08-11T08:13:39.000000,39,3712,3741,34
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_11_10_13_39.csv,2019-08-11T08:13:39.000000,39,9378,9407,59
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_14_16_00_06.csv,2019-08-14T14:00:06.000000,39,3534,3563,42
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_14_16_00_06.csv,2019-08-14T14:00:06.000000,39,7089,7118,33
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_14_16_00_06.csv,2019-08-14T14:00:06.000000,39,7267,7296,39
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_15_10_01_06.csv,2019-08-15T08:01:06.000000,40,3826,3855,47
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_15_10_01_06.csv,2019-08-15T08:01:06.000000,40,4140,4169,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_15_10_01_06.csv,2019-08-15T08:01:06.000000,40,5661,5690,54
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_15_10_01_06.csv,2019-08-15T08:01:06.000000,40,7504,7533,53
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_15_10_01_06.csv,2019-08-15T08:01:06.000000,40,7797,7826,54
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_15_10_01_06.csv,2019-08-15T08:01:06.000000,40,10243,10272,22
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_19_09_59_48.csv,2019-08-19T07:59:48.000000,40,10608,10637,44
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_22_15_30_39.csv,2019-08-22T13:30:39.000000,41,2660,2689,37
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_22_15_30_39.csv,2019-08-22T13:30:39.000000,41,4041,4070,29
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_22_15_30_39.csv,2019-08-22T13:30:39.000000,41,5471,5500,31
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_22_15_30_39.csv,2019-08-22T13:30:39.000000,41,6059,6088,42
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_22_15_30_39.csv,2019-08-22T13:30:39.000000,41,9616,9645,20
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_27_17_51_00.csv,2019-08-27T15:51:00.000000,41,2238,2267,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_27_17_51_00.csv,2019-08-27T15:51:00.000000,41,2538,2567,40
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_27_17_51_00.csv,2019-08-27T15:51:00.000000,41,2915,2944,44
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_27_17_51_00.csv,2019-08-27T15:51:00.000000,41,3035,3064,48
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_27_17_51_00.csv,2019-08-27T15:51:00.000000,41,3129,3158,49
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_27_17_51_00.csv,2019-08-27T15:51:00.000000,41,3326,3355,54
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_27_17_51_00.csv,2019-08-27T15:51:00.000000,41,5186,5215,35
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_28_09_38_09.csv,2019-08-28T07:38:09.000000,41,6757,6786,35
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_28_09_38_09.csv,2019-08-28T07:38:09.000000,41,7889,7918,39
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_28_18_09_28.csv,2019-08-28T16:09:28.000000,42,1582,1611,47
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_28_18_09_28.csv,2019-08-28T16:09:28.000000,42,2576,2605,44
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_29_08_55_52.csv,2019-08-29T06:55:52.000000,42,10638,10667,26
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_29_08_55_52.csv,2019-08-29T06:55:52.000000,42,14748,14777,37
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_08_29_08_55_52.csv,2019-08-29T06:55:52.000000,42,17813,17842,40
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_01_09_40_45.csv,2019-09-01T07:40:45.000000,42,2711,2740,41
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_01_09_40_45.csv,2019-09-01T07:40:45.000000,42,4215,4244,48
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_02_15_25_04.csv,2019-09-02T13:25:04.000000,42,4633,4662,23
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_03_15_25_11.csv,2019-09-03T13:25:11.000000,42,3916,3945,29
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_03_15_25_11.csv,2019-09-03T13:25:11.000000,42,6298,6327,38
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_03_15_25_11.csv,2019-09-03T13:25:11.000000,42,6682,6711,35
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_03_15_25_11.csv,2019-09-03T13:25:11.000000,42,8140,8169,38
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_03_15_25_11.csv,2019-09-03T13:25:11.000000,42,12280,12309,41
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_08_10_01_37.csv,2019-09-08T08:01:37.000000,43,1381,1410,16
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_08_10_01_37.csv,2019-09-08T08:01:37.000000,43,3132,3161,17
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_08_10_01_37.csv,2019-09-08T08:01:37.000000,43,3713,3742,24
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_08_10_01_37.csv,2019-09-08T08:01:37.000000,43,5644,5673,38
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_08_10_01_37.csv,2019-09-08T08:01:37.000000,43,8666,8695,23
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_08_10_01_37.csv,2019-09-08T08:01:37.000000,43,10218,10247,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_08_10_01_37.csv,2019-09-08T08:01:37.000000,43,10797,10826,23
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_14_10_02_01.csv,2019-09-14T08:02:01.000000,44,5236,5265,34
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_14_10_02_01.csv,2019-09-14T08:02:01.000000,44,6925,6954,52
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_17_15_27_50.csv,2019-09-17T13:27:50.000000,44,7573,7602,39
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_17_15_27_50.csv,2019-09-17T13:27:50.000000,44,9848,9877,39
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_18_15_43_53.csv,2019-09-18T13:43:53.000000,44,4514,4543,41
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_19_15_46_38.csv,2019-09-19T13:46:38.000000,45,4985,5014,32
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_28_08_05_28.csv,2019-09-28T06:05:28.000000,46,2848,2877,49
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_28_08_05_28.csv,2019-09-28T06:05:28.000000,46,12973,13002,50
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_09_28_08_05_28.csv,2019-09-28T06:05:28.000000,46,15613,15642,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_10_22_13_05_09.csv,2019-10-22T11:05:09.000000,49,6783,6812,49
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_10_29_14_07_23.csv,2019-10-29T13:07:23.000000,50,12547,12576,43
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_11_02_10_20_54.csv,2019-11-02T09:20:54.000000,51,1902,1931,43
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_11_02_10_20_54.csv,2019-11-02T09:20:54.000000,51,3956,3985,53
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_12_06_09_13_07.csv,2019-12-06T08:13:07.000000,56,3671,3700,51
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_12_06_09_13_07.csv,2019-12-06T08:13:07.000000,56,14637,14666,40
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_12_10_13_01_23.csv,2019-12-10T12:01:23.000000,56,2526,2555,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_12_10_13_01_23.csv,2019-12-10T12:01:23.000000,56,4569,4598,45
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_12_10_13_01_23.csv,2019-12-10T12:01:23.000000,56,4862,4891,45
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_12_10_13_01_23.csv,2019-12-10T12:01:23.000000,56,6988,7017,35
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_12_26_12_07_46.csv,2019-12-26T11:07:46.000000,59,2760,2789,37
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_12_26_12_07_46.csv,2019-12-26T11:07:46.000000,59,4907,4936,35
5ae846a2-fb61-4553-a41f-99db55bcebbd,2019_12_26_12_07_46.csv,2019-12-26T11:07:46.000000,59,6593,6622,42
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_02_12_20_25.csv,2020-01-02T11:20:25.000000,60,3312,3341,33
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_02_12_20_25.csv,2020-01-02T11:20:25.000000,60,4701,4730,42
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_02_12_20_25.csv,2020-01-02T11:20:25.000000,60,5459,5488,40
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_14_10_48_55.csv,2020-01-14T09:48:55.000000,61,1649,1678,35
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_14_10_48_55.csv,2020-01-14T09:48:55.000000,61,2119,2148,39
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_14_10_48_55.csv,2020-01-14T09:48:55.000000,61,3522,3551,40
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_25_09_20_30.csv,2020-01-25T08:20:30.000000,63,2947,2976,38
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_25_09_20_30.csv,2020-01-25T08:20:30.000000,63,16801,16830,34
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_28_13_44_52.csv,2020-01-28T12:44:52.000000,63,1648,1677,51
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_28_13_44_52.csv,2020-01-28T12:44:52.000000,63,3734,3763,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_28_13_44_52.csv,2020-01-28T12:44:52.000000,63,8075,8104,42
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_28_13_44_52.csv,2020-01-28T12:44:52.000000,63,9983,10012,46
5ae846a2-fb61-4553-a41f-99db55bcebbd,2020_01_28_13_44_52.csv,2020-01-28T12:44:52.000000,63,10293,10322,48
6d808c81-5988-44cb-8a65-12723ac05506,2019_04_01_13_06_58.csv,2019-04-01T05:06:58.000000,0,4122,4151,18
6d808c81-5988-44cb-8a65-12723ac05506,2019_04_08_13_04_32.csv,2019-04-08T05:04:32.000000,0,876,905,30
6d808c81-5988-44cb-8a65-12723ac05506,2019_04_22_09_14_14.csv,2019-04-22T01:14:14.000000,2,946,975,21
6d808c81-5988-44cb-8a65-12723ac05506,2019_04_22_09_14_14.csv,2019-04-22T01:14:14.000000,2,5855,5884,28
6d808c81-5988-44cb-8a65-12723ac05506,2019_04_29_08_29_47.csv,2019-04-29T00:29:47.000000,3,405,434,18
6d808c81-5988-44cb-8a65-12723ac05506,2019_04_29_08_29_47.csv,2019-04-29T00:29:47.000000,3,1538,1567,27
6d808c81-5988-44cb-8a65-12723ac05506,2019_04_29_08_29_47.csv,2019-04-29T00:29:47.000000,3,1781,1810,7
6d808c81-5988-44cb-8a65-12723ac05506,2019_04_29_08_29_47.csv,2019-04-29T00:29:47.000000,3,5150,5179,26
6d808c81-5988-44cb-8a65-12723ac05506,2019_05_10_13_20_42.csv,2019-05-10T05:20:42.000000,5,901,930,16
6d808c81-5988-44cb-8a65-12723ac05506,2019_05_10_13_20_42.csv,2019-05-10T05:20:42.000000,5,3627,3656,16
6d808c81-5988-44cb-8a65-12723ac05506,2019_05_12_20_48_32.csv,2019-05-12T12:48:32.000000,5,1573,1602,19
6d808c81-5988-44cb-8a65-12723ac05506,2019_05_17_19_32_47.csv,2019-05-17T11:32:47.000000,6,1611,1640,6
6d808c81-5988-44cb-8a65-12723ac05506,2019_05_17_19_32_47.csv,2019-05-17T11:32:47.000000,6,2048,2077,11
6d808c81-5988-44cb-8a65-12723ac05506,2019_05_17_19_32_47.csv,2019-05-17T11:32:47.000000,6,2236,2265,3
6d808c81-5988-44cb-8a65-12723ac05506,2019_05_23_14_51_21.csv,2019-05-23T06:51:21.000000,7,2153,2182,15
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_04_19_05_10.csv,2019-06-04T11:05:10.000000,9,1951,1980,20
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_07_15_32_02.csv,2019-06-07T07:32:02.000000,9,816,845,16
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_07_15_32_02.csv,2019-06-07T07:32:02.000000,9,993,1022,17
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_07_15_32_02.csv,2019-06-07T07:32:02.000000,9,1212,1241,22
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_07_15_32_02.csv,2019-06-07T07:32:02.000000,9,1452,1481,22
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_07_15_32_02.csv,2019-06-07T07:32:02.000000,9,1694,1723,21
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_07_15_32_02.csv,2019-06-07T07:32:02.000000,9,1948,1977,22
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_11_09_57_37.csv,2019-06-11T01:57:37.000000,10,859,888,17
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_11_09_57_37.csv,2019-06-11T01:57:37.000000,10,1114,1143,20
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_11_09_57_37.csv,2019-06-11T01:57:37.000000,10,1356,1385,21
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_11_09_57_37.csv,2019-06-11T01:57:37.000000,10,1610,1639,19
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_11_09_57_37.csv,2019-06-11T01:57:37.000000,10,1855,1884,17
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_11_09_57_37.csv,2019-06-11T01:57:37.000000,10,2127,2156,15
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_11_09_57_37.csv,2019-06-11T01:57:37.000000,10,2378,2407,17
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_11_09_57_37.csv,2019-06-11T01:57:37.000000,10,2609,2638,17
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_16_18_26_38.csv,2019-06-16T10:26:38.000000,10,76,105,18
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_16_18_26_38.csv,2019-06-16T10:26:38.000000,10,1374,1403,14
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_22_16_09_08.csv,2019-06-22T08:09:08.000000,11,1854,1883,21
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_23_10_05_03.csv,2019-06-23T02:05:03.000000,11,2828,2857,36
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_23_11_26_34.csv,2019-06-23T03:26:34.000000,11,2751,2780,22
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_24_15_15_55.csv,2019-06-24T07:15:55.000000,12,2123,2152,27
6d808c81-5988-44cb-8a65-12723ac05506,2019_06_28_16_05_53.csv,2019-06-28T08:05:53.000000,12,1721,1750,15
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_07_09_02_48.csv,2019-07-07T01:02:48.000000,13,5489,5518,11
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_07_09_02_48.csv,2019-07-07T01:02:48.000000,13,6595,6624,19
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_07_09_02_48.csv,2019-07-07T01:02:48.000000,13,7075,7104,8
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_13_10_30_52.csv,2019-07-13T02:30:52.000000,14,5130,5159,17
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_16_19_36_03.csv,2019-07-16T11:36:03.000000,15,2432,2461,13
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_16_19_36_03.csv,2019-07-16T11:36:03.000000,15,4918,4947,18
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_16_19_36_03.csv,2019-07-16T11:36:03.000000,15,6622,6651,17
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_16_19_36_03.csv,2019-07-16T11:36:03.000000,15,7847,7876,42
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_17_19_39_39.csv,2019-07-17T11:39:39.000000,15,534,563,22
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_17_19_39_39.csv,2019-07-17T11:39:39.000000,15,748,777,14
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_17_19_39_39.csv,2019-07-17T11:39:39.000000,15,862,891,17
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_17_19_39_39.csv,2019-07-17T11:39:39.000000,15,2724,2753,28
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_18_12_39_43.csv,2019-07-18T04:39:43.000000,15,9415,9444,18
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_22_09_20_21.csv,2019-07-22T01:20:21.000000,15,2411,2440,18
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_22_10_09_44.csv,2019-07-22T02:09:44.000000,15,893,922,17
6d808c81-5988-44cb-8a65-12723ac05506,2019_07_24_19_29_57.csv,2019-07-24T11:29:57.000000,16,2941,2970,25
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_20_15_19_59.csv,2019-08-20T07:19:59.000000,20,1834,1863,19
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_20_15_19_59.csv,2019-08-20T07:19:59.000000,20,2818,2847,26
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_26_06_04_20.csv,2019-08-25T22:04:20.000000,20,4861,4890,16
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_28_15_18_08.csv,2019-08-28T07:18:08.000000,21,366,395,21
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_28_15_18_08.csv,2019-08-28T07:18:08.000000,21,2043,2072,23
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_28_15_18_08.csv,2019-08-28T07:18:08.000000,21,2270,2299,2
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_28_15_18_08.csv,2019-08-28T07:18:08.000000,21,3445,3474,21
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,857,886,23
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,1618,1647,19
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,2221,2250,23
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,2339,2368,16
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,2735,2764,26
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,5314,5343,22
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,6763,6792,24
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,7877,7906,14
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,9250,9279,20
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,11451,11480,11
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,11547,11576,8
6d808c81-5988-44cb-8a65-12723ac05506,2019_08_31_07_30_43.csv,2019-08-30T23:30:43.000000,21,12000,12029,18
6d808c81-5988-44cb-8a65-12723ac05506,2019_09_03_15_09_16.csv,2019-09-03T07:09:16.000000,22,181,210,22
6d808c81-5988-44cb-8a65-12723ac05506,2019_09_03_15_09_16.csv,2019-09-03T07:09:16.000000,22,427,456,21
6d808c81-5988-44cb-8a65-12723ac05506,2019_09_03_15_09_16.csv,2019-09-03T07:09:16.000000,22,1280,1309,25
6d808c81-5988-44cb-8a65-12723ac05506,2019_09_03_16_18_09.csv,2019-09-03T08:18:09.000000,22,4674,4703,28
